Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
19-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),20
19-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,78
19-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),4
19-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,98
19-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
19-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,6
19-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),10
19-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,71
19-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
19-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
19-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),67
19-Nov-20,Wales,Non-COVID-19 admissions&#10;,1011
20-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),23
20-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,244
20-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),3
20-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,195
20-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),17
20-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,295
20-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
20-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,72
20-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),5
20-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,106
20-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
20-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
20-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),11
20-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,84
20-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
20-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,3
20-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),77
20-Nov-20,Wales,Non-COVID-19 admissions&#10;,1000
21-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),17
21-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,274
21-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),12
21-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,190
21-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),25
21-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,233
21-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),17
21-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,74
21-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
21-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,107
21-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
21-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,2
21-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),7
21-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,52
21-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
21-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,10
21-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),87
21-Nov-20,Wales,Non-COVID-19 admissions&#10;,942
22-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),16
22-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,173
22-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),4
22-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,74
22-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),14
22-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,86
22-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),17
22-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,45
22-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
22-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,87
22-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
22-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,2
22-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
22-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,28
22-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
22-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
22-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),62
22-Nov-20,Wales,Non-COVID-19 admissions&#10;,495
23-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),12
23-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,66
23-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),5
23-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,113
23-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
23-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,94
23-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),32
23-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,33
23-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
23-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,70
23-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
23-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
23-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
23-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,36
23-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
23-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
23-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),71
23-Nov-20,Wales,Non-COVID-19 admissions&#10;,412
24-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),21
24-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,244
24-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),5
24-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,273
24-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
24-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,257
24-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
24-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,80
24-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
24-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,83
24-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
24-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
24-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
24-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,51
24-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
24-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
24-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),81
24-Nov-20,Wales,Non-COVID-19 admissions&#10;,992
25-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),20
25-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,306
25-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),2
25-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,186
25-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),13
25-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,294
25-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),23
25-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,82
25-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
25-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,116
25-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
25-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
25-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),5
25-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,81
25-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
25-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
25-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),71
25-Nov-20,Wales,Non-COVID-19 admissions&#10;,1071
26-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),31
26-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,274
26-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),8
26-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,203
26-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
26-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,317
26-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),20
26-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,76
26-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
26-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,93
26-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
26-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
26-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),11
26-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,78
26-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
26-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
26-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),100
26-Nov-20,Wales,Non-COVID-19 admissions&#10;,1050
27-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),25
27-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,253
27-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),10
27-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,223
27-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
27-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,250
27-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),19
27-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,84
27-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),13
27-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,88
27-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
27-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
27-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
27-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,16
27-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
27-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
27-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),88
27-Nov-20,Wales,Non-COVID-19 admissions&#10;,918
28-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),15
28-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,293
28-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),6
28-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,166
28-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),18
28-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,239
28-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),11
28-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,84
28-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
28-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,93
28-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
28-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
28-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),15
28-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,72
28-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
28-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
28-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),72
28-Nov-20,Wales,Non-COVID-19 admissions&#10;,950
29-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),27
29-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,128
29-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),6
29-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,65
29-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
29-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,99
29-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),12
29-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,60
29-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
29-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,70
29-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
29-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
29-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),4
29-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,56
29-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
29-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
29-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),73
29-Nov-20,Wales,Non-COVID-19 admissions&#10;,480
30-Nov-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),17
30-Nov-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,151
30-Nov-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),7
30-Nov-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,80
30-Nov-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
30-Nov-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,99
30-Nov-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),15
30-Nov-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,33
30-Nov-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
30-Nov-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,72
30-Nov-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
30-Nov-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
30-Nov-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
30-Nov-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,73
30-Nov-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
30-Nov-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,3
30-Nov-20,Wales,COVID-19 admissions (suspected and confirmed),62
30-Nov-20,Wales,Non-COVID-19 admissions&#10;,512
01-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),25
01-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,316
01-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),9
01-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,200
01-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),22
01-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,241
01-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),24
01-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,70
01-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),11
01-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,85
01-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
01-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
01-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),11
01-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,52
01-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
01-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
01-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),102
01-Dec-20,Wales,Non-COVID-19 admissions&#10;,974
02-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),15
02-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,323
02-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),10
02-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,186
02-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),19
02-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,257
02-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),18
02-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,75
02-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),12
02-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,104
02-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
02-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
02-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),11
02-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,50
02-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
02-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
02-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),85
02-Dec-20,Wales,Non-COVID-19 admissions&#10;,1006
03-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
03-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,271
03-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),2
03-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,184
03-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),17
03-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,311
03-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),9
03-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,73
03-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
03-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,70
03-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
03-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
03-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),2
03-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,89
03-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
03-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
03-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),50
03-Dec-20,Wales,Non-COVID-19 admissions&#10;,1003
04-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),11
04-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,291
04-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),16
04-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,279
04-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),11
04-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,256
04-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),9
04-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,72
04-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),8
04-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,91
04-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
04-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
04-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),6
04-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,93
04-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
04-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,4
04-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),61
04-Dec-20,Wales,Non-COVID-19 admissions&#10;,1090
05-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),27
05-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,270
05-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),6
05-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,202
05-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),20
05-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,238
05-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),10
05-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,84
05-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),13
05-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,72
05-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
05-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
05-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),8
05-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,88
05-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
05-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
05-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),84
05-Dec-20,Wales,Non-COVID-19 admissions&#10;,958
06-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),12
06-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,116
06-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),6
06-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,115
06-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),10
06-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,92
06-Dec-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),16
06-Dec-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,61
06-Dec-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),5
06-Dec-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,78
06-Dec-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
06-Dec-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,1
06-Dec-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),13
06-Dec-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,53
06-Dec-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
06-Dec-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,0
06-Dec-20,Wales,COVID-19 admissions (suspected and confirmed),62
06-Dec-20,Wales,Non-COVID-19 admissions&#10;,516
07-Dec-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),16
07-Dec-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,107
07-Dec-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),5
07-Dec-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,132
07-Dec-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
07-Dec-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,83
